year,idrbd,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_REG_RBD,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,LATITUD,LONGITUD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL
2017,26068,1,ESCUELA BAS. LICARITO,,76159657,1,13,131,13110,LA FLORIDA,136,CORDILLERA,3,2,0,-3354721413,-7059468651,0,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26070,3,CENTRO EDUC. REGULAR DE ADULTOS CEDEA,,52003084,1,13,131,13110,LA FLORIDA,136,CORDILLERA,3,2,0,-3356114,-7056959,0,165,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26071,1,ESCUELA DE PARVULOS Y ESP. DA VINCE,,76127015,1,13,134,13401,SAN BERNARDO,132,SANTIAGO SUR,3,2,0,-33601543,-7069373,0,10,214,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26073,8,ESC. DE PARV. COPITO DE NIEVE,,76337477,1,13,131,13102,CERRILLOS,134,SANTIAGO PONIENTE,3,2,0,-33499502,-70717356,0,10,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,26074,6,ESCUELA BASICA SPORT COLLEGE,,,9,13,131,13113,LA REINA,133,SANTIAGO ORIENTE,4,3,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,26075,4,ESCUELA BAS. SAN JOSE DE PENALOLEN,,65018322,1,13,131,13122,PE�ALOLEN,133,SANTIAGO ORIENTE,3,2,0,-3350351502,-7058654922,1,10,110,310,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,26076,2,ESCUELA DE PARVULOS OESTE,,76129104,1,13,131,13102,CERRILLOS,134,SANTIAGO PONIENTE,3,2,0,-33462578,-7065218,0,10,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,$50.001 A $100.000
2017,26077,0,COLEGIO DE ADULTOS SEMBRADOR SAN BENITO,,76367000,1,13,133,13301,COLINA,137,SANTIAGO NORTE,3,2,0,-3320456,-7067463,0,363,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26078,9,ESCUELA DE PARVULOS HANSEL Y GRETEL,,76325930,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-3356525,-7055754,0,10,0,0,0,0,0,0,0,0,1,1,1,,SIN INFORMACION,SIN INFORMACION
2017,26079,7,ESCUELA DE PARV. HELLO CHILDREN,,76036650,1,13,131,13106,ESTACION CENTRAL,134,SANTIAGO PONIENTE,3,2,0,-33466385,-7072869,0,10,0,0,0,0,0,0,0,0,1,1,9,,SIN INFORMACION,SIN INFORMACION
2017,26080,0,COLEGIO SAINT ANDREW,,96666820,1,13,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,4,3,0,-33388888,-7054024,0,10,110,310,0,0,0,0,0,0,1,1,2,,MAS DE $100.000,MAS DE $100.000
2017,26081,9,ESCUELA ESP. DICKENS COLLEGE,,76097437,1,13,131,13108,INDEPENDENCIA,137,SANTIAGO NORTE,3,2,0,-33417183,-7067542,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26082,7,ESCUELA DE PARVULOS HAMELIN,,76630350,1,13,131,13106,ESTACION CENTRAL,134,SANTIAGO PONIENTE,3,2,0,-33457,-7068724,0,10,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,$10.001 A $25.000
2017,26083,5,COLEGIO SAN ALBERTO HURTADO,,82882600,1,13,131,13125,QUILICURA,137,SANTIAGO NORTE,3,2,0,-33370636,-7071962767,1,10,110,310,363,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,26084,3,COLEGIO EL BOSQUE DE RENCA,,77980850,1,13,131,13128,RENCA,134,SANTIAGO PONIENTE,3,2,0,-3340377906,-7074172543,1,10,110,214,310,610,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,26085,1,COLEGIO DE ADULTOS PRESBITERIANO DE MAIPU,786569,,0,13,131,13119,MAIPU,134,SANTIAGO PONIENTE,3,2,0,-3350149,-707646,0,363,0,0,0,0,0,0,0,0,1,1,3,,GRATUITO,GRATUITO
2017,26087,8,COLEGIO DE ADULTOS HERNANDO DE MAGALLANES,,77807740,1,13,131,13110,LA FLORIDA,136,CORDILLERA,3,2,0,-3353514,-7059833,0,363,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26088,6,ESCUELA DE PARVULOS SANTA GEMITA DE GALGANI,,76166103,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-3361195,-7056147,0,10,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,$1.000 A $10.000
2017,26089,4,ESCUELA DE PARVULOS NIDITOS,22055938,,0,13,131,13110,LA FLORIDA,136,CORDILLERA,4,3,0,,,0,0,0,0,0,0,0,0,0,0,0,1,9,,SIN INFORMACION,SIN INFORMACION
2017,26090,8,ESCUELA DE PARV. GIRASOL DE MAIPU,,76165691,1,13,131,13119,MAIPU,134,SANTIAGO PONIENTE,3,2,0,-33468853,-70748276,0,10,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,26091,6,ESC. ESPECIAL SEMILLITA DE LA FLORIDA,,76071601,1,13,131,13110,LA FLORIDA,136,CORDILLERA,3,2,0,-33527214,-7057014,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26092,4,COLEGIO PEUMAYEN,,77922800,1,13,136,13604,PADRE HURTADO,135,TALAGANTE,3,2,0,-3356575727,-7080999994,0,10,110,310,0,0,0,0,0,0,1,1,1,,$1.000 A $10.000,$25.001 A $50.000
2017,26093,2,ESCUELA ESPECIAL TONKI TONKI TON,,76359020,1,13,136,13602,EL MONTE,135,TALAGANTE,3,2,0,-3368345,-709948,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26094,0,COLEGIO LAS AMERICAS DE PAINE,,76383590,1,13,134,13404,PAINE,132,SANTIAGO SUR,3,2,0,-3382147216,-7073912035,1,10,110,212,214,216,310,0,0,0,1,1,1,,$1.000 A $10.000,$10.001 A $25.000
2017,26095,9,ESCUELA BASICA N�2117 MONTE PEHUEN,,76375760,1,13,131,13113,LA REINA,133,SANTIAGO ORIENTE,4,3,0,-3343506934,-7057271783,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,26096,7,CENTRO EDUCACIONAL DE AD. ITP,,76014320,1,13,131,13110,LA FLORIDA,136,CORDILLERA,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,26097,5,ESCUELA ESP. ALDEBARAN,,76093450,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-3358666,-7058595,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,$1.000 A $10.000
2017,26098,3,ESCUELA ESPECIAL DANICALIN,,76670890,1,13,134,13401,SAN BERNARDO,132,SANTIAGO SUR,3,2,0,-33587868,-7067363,0,10,214,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26099,1,ESCUELA DE PARV. MANZANITA,,76347370,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-3359469,-7056655,0,10,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26100,9,ESCUELA ESP. EL RIEL,,76381100,1,13,131,13116,LO ESPEJO,132,SANTIAGO SUR,3,2,0,-3350462,-70690445,0,214,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,26101,7,ESCUELA ESP. INTEGRA,,76135288,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-3360857,-7056986,0,212,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,26102,5,ESCUELA DE PARV. LI-MARLIN,10195699,,0,13,131,13109,LA CISTERNA,132,SANTIAGO SUR,3,2,0,-33525024,-7066525,0,10,0,0,0,0,0,0,0,0,1,1,1,,$10.001 A $25.000,$25.001 A $50.000
2017,26103,3,ESC. ESP. NUESTRA SE�ORA DE COVADONGA,10289282,,0,13,131,13110,LA FLORIDA,136,CORDILLERA,3,2,0,-33517902,-706063,0,0,0,0,0,0,0,0,0,0,0,1,2,,GRATUITO,GRATUITO
2017,26104,1,ESCUELA ESP. TERESIANA DEL ESFUERZO,,76376410,1,13,131,13110,LA FLORIDA,136,CORDILLERA,3,2,0,-3356095,-70599075,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26106,8,ESCUELA ESP. RUTH DE CONCHALI,,76165418,1,13,131,13104,CONCHALI,137,SANTIAGO NORTE,3,2,0,-3338796,-7067248,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26107,6,ESCUELA ESPECIAL BARCELONA,,99544270,1,13,131,13119,MAIPU,134,SANTIAGO PONIENTE,3,2,0,-3349707,-7076216,0,212,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26108,4,ESC. BAS. Y ESP. SAN ANDRES DE PENAFLOR,,76048384,1,13,136,13605,PE�AFLOR,135,TALAGANTE,3,2,0,-3361122303,-7088551088,0,10,110,214,0,0,0,0,0,0,1,1,1,,GRATUITO,$25.001 A $50.000
2017,26109,2,ESCUELA DE PARVULOS N�2125 SANTIAGO-QUILICURA,,76021374,1,13,131,13125,QUILICURA,137,SANTIAGO NORTE,4,3,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,26110,6,COLEGIO SANTIAGO - QUILICURA,,76021374,1,13,131,13125,QUILICURA,137,SANTIAGO NORTE,3,2,0,-333619934,-7071952192,0,10,110,310,0,0,0,0,0,0,1,1,1,,GRATUITO,$25.001 A $50.000
2017,26111,4,ESC. DE PARV. Y ESP. PUKARAY,,76082006,1,13,134,13402,BUIN,132,SANTIAGO SUR,3,2,0,-3373355183,-7074223478,1,10,110,214,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26112,2,COLEGIO DE AD. INSTITUTO SAN SEBASTIAN DE BEL,,76353580,1,13,131,13123,PROVIDENCIA,133,SANTIAGO ORIENTE,4,3,0,-3343511,-7063316,0,363,0,0,0,0,0,0,0,0,1,1,1,,$25.001 A $50.000,$25.001 A $50.000
2017,26113,0,ESCUELA ESP. RINCONADA,,78770310,1,13,131,13119,MAIPU,134,SANTIAGO PONIENTE,3,2,0,-33506977,-70783844,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26114,9,ESCUELA ESP. LA VILLETE,,76380010,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-33624542,-705855,1,10,214,0,0,0,0,0,0,0,1,1,7,HUMANISTA CRISTIANA,GRATUITO,GRATUITO
2017,26115,7,COLEGIO TUPAHUE,,76009943,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-3360352664,-7058378305,0,110,310,0,0,0,0,0,0,0,1,1,1,,GRATUITO,$25.001 A $50.000
2017,26116,5,ESCUELA ESP. SILABAS,,76113599,1,13,131,13122,PE�ALOLEN,133,SANTIAGO ORIENTE,3,2,0,-33482807,-7055716,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26117,3,ESCUELA B�SICA N 149 SAN MARCEL,,76161734,1,13,134,13402,BUIN,132,SANTIAGO SUR,3,2,0,-33713862,-7074229207,0,10,110,310,0,0,0,0,0,0,1,1,1,,GRATUITO,$10.001 A $25.000
2017,26118,1,COLEGIO DE AD. BARTOLOME DE LAS CASAS DE MACU,,76398400,1,13,131,13118,MACUL,133,SANTIAGO ORIENTE,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,1,9,,SIN INFORMACION,SIN INFORMACION
2017,26120,3,ESCUELA BAS. NEWTON SCHOOL,,76058488,1,13,131,13118,MACUL,133,SANTIAGO ORIENTE,3,2,0,-3348375837,-7060966749,0,10,110,0,0,0,0,0,0,0,1,1,2,,GRATUITO,$25.001 A $50.000
2017,26121,1,ESCUELA ESP. CAMILA BINFA,,76119079,1,13,131,13110,LA FLORIDA,136,CORDILLERA,3,2,0,-33553326,-7057748,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26123,8,ESCUELA DE PARV. ANGEL DE LA GUARDA,,76162608,1,13,131,13109,LA CISTERNA,132,SANTIAGO SUR,3,2,0,-33530075,-7067322,0,10,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,$10.001 A $25.000
2017,26124,6,COLEGIO ROCKVILLE COLLEGE,,96968110,1,13,132,13203,SAN JOSE DE MAIPO,136,CORDILLERA,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,2,9,,SIN INFORMACION,SIN INFORMACION
2017,26125,4,ESCUELA BAS. ELLEN GOULD SCHOOL,7020139,,0,13,131,13118,MACUL,133,SANTIAGO ORIENTE,3,2,0,-3348115774,-7058471238,0,0,0,0,0,0,0,0,0,0,0,3,3,,GRATUITO,$10.001 A $25.000
2017,26126,2,ESC. ESP. MI NUEVO ARLEQUIN,10344912,,0,13,131,13119,MAIPU,134,SANTIAGO PONIENTE,3,2,0,-33498795,-70763306,0,214,216,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26128,9,ESC. DE PARV. Y ESP. KIMANTU DE PENAFLOR,,77503310,1,13,136,13605,PE�AFLOR,135,TALAGANTE,3,2,0,-3361016,-7089648,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26129,7,ESCUELA BAS. MARIA JESUS,13267123,,0,13,131,13123,PROVIDENCIA,133,SANTIAGO ORIENTE,4,3,0,-3344058491,-7061750616,0,10,110,0,0,0,0,0,0,0,1,1,1,,MAS DE $100.000,MAS DE $100.000
2017,26130,0,ESC. BAS. Y ESP. CHRIST SCHOOL DE PUDAHUEL,,76164318,1,13,131,13124,PUDAHUEL,134,SANTIAGO PONIENTE,3,2,0,-3345649218,-7074602695,1,10,110,214,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26131,9,COLEGIO DE AD. FORJANDO FUTURO CURACAVI,,76180050,1,13,135,13503,CURACAVI,135,TALAGANTE,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,2,9,,SIN INFORMACION,SIN INFORMACION
2017,26133,5,ESCUELA DE PARVULOS EMPRENDER LARAPINTA DE LAMPA,,72684200,1,13,133,13302,LAMPA,137,SANTIAGO NORTE,4,3,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,26134,3,COLEGIO QUIMAY,22616106,,0,13,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,4,3,0,-3342602,-705729,0,110,310,0,0,0,0,0,0,0,1,1,7,ORIENTACION  VALORICA,MAS DE $100.000,MAS DE $100.000
2017,26135,1,ESC.BAS. EMPRENDER LARAPINTA,,72684200,1,13,133,13302,LAMPA,137,SANTIAGO NORTE,3,2,0,-3329550455,-7087752956,1,10,110,310,0,0,0,0,0,0,1,1,1,,$1.000 A $10.000,$50.001 A $100.000
2017,26137,8,COLEGIO DEL REAL,,76361240,1,13,131,13119,MAIPU,134,SANTIAGO PONIENTE,3,2,0,-3354886575,-7076765823,0,10,110,310,0,0,0,0,0,0,1,1,1,,GRATUITO,$25.001 A $50.000
2017,26138,6,ESCUELA ESP. TRAGALUZ DEL BOSQUE,,77655250,1,13,131,13105,EL BOSQUE,132,SANTIAGO SUR,3,2,0,-33581608,-70673004,0,212,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26139,4,ESCUELA BAS. VILLA SAN IGNACIO,,76041819,1,13,131,13124,PUDAHUEL,134,SANTIAGO PONIENTE,3,2,0,-3343366106,-7077141978,0,10,110,0,0,0,0,0,0,0,1,1,2,,GRATUITO,$10.001 A $25.000
2017,26140,8,ESCUELA ESP. ANDALUE,,76470670,1,13,136,13605,PE�AFLOR,135,TALAGANTE,3,2,0,-33601208,-7086084,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26141,6,ESCUELA DE PARV. MI-SOL,,76603139,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-3357696,-70553314,0,10,0,0,0,0,0,0,0,0,1,1,9,,SIN INFORMACION,SIN INFORMACION
2017,26142,4,ESCUELA DE PARVULOS N�2140 NUBELUZ,,61103006,1,13,131,13104,CONCHALI,137,SANTIAGO NORTE,4,3,0,-33369423,-7068594,0,10,0,0,0,0,0,0,0,0,1,1,9,,SIN INFORMACION,SIN INFORMACION
2017,26143,2,COLEGIO DE AD. ANTONIO ACEVEDO,,76243349,1,13,131,13121,PEDRO AGUIRRE CERDA,131,SANTIAGO CENTRO,3,2,0,-3349118,-7067311,1,165,363,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,26144,0,ESCUELA ESP. ANTIYAL,,76382400,1,13,134,13401,SAN BERNARDO,132,SANTIAGO SUR,3,2,0,-33596367,-70702194,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26145,9,ESC. BAS. LA CANTERA DE MAPUHUE,,72370000,1,13,131,13112,LA PINTANA,136,CORDILLERA,3,2,0,-3359116085,-7064697932,0,10,110,0,0,0,0,0,0,0,1,1,7,TODAS,GRATUITO,GRATUITO
2017,26146,7,COLEGIO DE ADULTOS TIRSO DE MOLINA,,76375440,1,13,135,13501,MELIPILLA,135,TALAGANTE,3,2,0,-3368515,-7121061,0,0,0,0,0,0,0,0,0,0,0,2,1,,GRATUITO,GRATUITO
2017,26147,5,ESCUELA ESPECIAL N� 2141 ALTA VIDA,,76173439,1,13,131,13119,MAIPU,134,SANTIAGO PONIENTE,3,2,0,-33486443,-7076125,0,215,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26148,3,ESC. ESP. CENTRO DE RECURSOS SUYAY,,76373790,1,13,131,13105,EL BOSQUE,132,SANTIAGO SUR,3,2,0,-3357188,-7068867,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26149,1,ESCUELA ESP. SANTO TOMAS APOSTOL,24485525,,0,13,131,13108,INDEPENDENCIA,137,SANTIAGO NORTE,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,3,2,,GRATUITO,GRATUITO
2017,26150,5,COLEGIO  FITZROY COLLEGE,,76377780,1,13,134,13401,SAN BERNARDO,132,SANTIAGO SUR,3,2,0,-3361866779,-7069676231,1,10,110,310,0,0,0,0,0,0,1,1,1,,GRATUITO,$25.001 A $50.000
2017,26151,3,ESCUELA ESP. ACTIVACION DE LA INTELIGENCIA SE,,76139806,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-33625151,-70610668,0,212,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,26152,1,ESCUELA BASICA SAN PEDRO APOSTOL DE PAINE,,76423570,1,13,134,13404,PAINE,132,SANTIAGO SUR,3,2,0,-3380802281,-7073709857,0,10,110,0,0,0,0,0,0,0,1,1,2,,GRATUITO,$10.001 A $25.000
2017,26154,8,ESCUELA BAS. VILLA NUEVA,,76490150,1,13,131,13131,SAN RAMON,132,SANTIAGO SUR,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,26155,6,ESCUELA BASICA N�2145 COLEGIO DUNALASTAIR PE�ALOL�N,,76369550,1,13,131,13122,PE�ALOLEN,133,SANTIAGO ORIENTE,4,3,0,-33500643,-7055043,0,10,110,310,0,0,0,0,0,0,1,1,1,,MAS DE $100.000,MAS DE $100.000
2017,26156,4,ESCUELA ESP. ASPAUT CORDILLERA,,71086700,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,26157,2,LICEO MUNICIPAL DE BATUCO,,70954200,1,13,133,13302,LAMPA,137,SANTIAGO NORTE,1,1,0,-33227146,-7080329,1,110,310,410,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26158,0,ESCUELA BAS. AKORI,,77651350,1,13,131,13102,CERRILLOS,134,SANTIAGO PONIENTE,3,2,0,-3349922901,-7072107247,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,$10.001 A $25.000
2017,26159,9,ESCUELA ESP. ANTUKUYEN DE EL MONTE,,76127075,1,13,136,13602,EL MONTE,135,TALAGANTE,3,2,0,-3368255,-7098812,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26160,2,ESCUELA DE PARV. CRISTIANO HOSSANA,4999248,,0,13,131,13119,MAIPU,134,SANTIAGO PONIENTE,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,2,9,,SIN INFORMACION,SIN INFORMACION
2017,26161,0,ESCUELA DE PARV. CARRUSEL DE MAIPU,1617177,,0,13,131,13119,MAIPU,134,SANTIAGO PONIENTE,3,2,0,-33537754,-70784645,0,10,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26162,9,CENTRO DE EDUC. INTEG. DE AD. FORJANDO FUTURO,,76404390,1,13,131,13109,LA CISTERNA,132,SANTIAGO SUR,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,26163,7,ESCUELA ESPECIAL NEWEN DE PUENTE ALTO,,76174189,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-33604702,-70589,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26164,5,COLEGIO SAN JOSE DE CERRILLOS,,76355150,1,13,131,13102,CERRILLOS,134,SANTIAGO PONIENTE,3,2,0,-3350147309,-7071721005,1,10,110,310,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26165,3,ESCUELA DE PARV. MI MUNDO,,76151161,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-3358034,-70589745,0,10,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26166,1,ESCUELA ESP. PALABRAS MAGICAS,,76129115,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-33588203,-70593475,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26168,8,COLEGIO POLIVALENTE SAN PEDRO DE QUILICURA,,76490170,1,13,131,13125,QUILICURA,137,SANTIAGO NORTE,3,2,0,-33357845,-7073684,0,310,410,510,0,0,0,0,0,0,1,1,2,,GRATUITO,$10.001 A $25.000
2017,26169,6,ESCUELA ESP. MI ISLITA,,76124666,1,13,136,13603,ISLA DE MAIPO,135,TALAGANTE,3,2,0,-33755226,-7092267,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26171,8,"ESCUELA BASICA N� 2150, COLEGIO MOUNIER",9684270,,0,13,131,13114,LAS CONDES,133,SANTIAGO ORIENTE,4,3,0,-33413646,-7057475,0,10,110,0,0,0,0,0,0,0,1,1,2,,MAS DE $100.000,MAS DE $100.000
2017,26172,6,ESCUELA BAS. FALCON COLLEGE LITTLE,24694283,,0,13,131,13126,QUINTA NORMAL,134,SANTIAGO PONIENTE,3,2,0,-3342738456,-7071088276,0,10,110,0,0,0,0,0,0,0,1,1,2,,GRATUITO,$25.001 A $50.000
2017,26173,4,ESCUELA BASICA ALTAIR DE BATUCO,,77381820,1,13,133,13302,LAMPA,137,SANTIAGO NORTE,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,26174,2,ESCUELA DE PARV. SANTA TERESITA DE JESUS,,77201580,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-33584152,-7056679,0,10,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,$10.001 A $25.000
2017,26175,0,ESCUELA ESPECIAL NUESTRA SE�ORA DE MONSERRAT,,76121632,1,13,131,13131,SAN RAMON,132,SANTIAGO SUR,3,2,0,-33519566,-70641014,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26176,9,ESC. DE PARV. MADRE BERNARDA MORIN DE PROVIDE,,69070301,1,13,131,13123,PROVIDENCIA,133,SANTIAGO ORIENTE,1,1,0,-33446472,-70615776,1,10,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26177,7,ESCUELA DE AD. PESTALOZZI DE SAN BERNARDO,,71512700,1,13,134,13401,SAN BERNARDO,132,SANTIAGO SUR,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,26178,5,ESCUELA DE PARV. MARIA MONTESORI DE PUENTE AL,24874498,,0,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-33614437,-70573105,0,0,0,0,0,0,0,0,0,0,0,3,2,,GRATUITO,$25.001 A $50.000
2017,26179,3,ESCUELA DE PARVULOS SNOOPY DE LA FLORIDA,,,9,13,131,13110,LA FLORIDA,136,CORDILLERA,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,26180,7,ESCUELA DE PARV. LA CASITA ENCANTADA,,76134678,1,13,131,13110,LA FLORIDA,136,CORDILLERA,3,2,0,-3354956,-70601974,0,10,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26181,5,ESCUELA DE PARV. ACUARELA DE LA FLORIDA,,77218920,1,13,131,13110,LA FLORIDA,136,CORDILLERA,3,2,0,-33550377,-7059374,0,10,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,$10.001 A $25.000
2017,26182,3,ESCUELA ESPECIAL TRIPANTU DE LA FLORIDA,,76135326,1,13,131,13110,LA FLORIDA,136,CORDILLERA,3,2,0,-335338,-7057491,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26183,1,ESCUELA DE PARV. BLANCA NIEVES DE LA FLORIDA,,76151676,1,13,131,13110,LA FLORIDA,136,CORDILLERA,3,2,0,-33556995,-7056636,0,10,214,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,26185,8,ESC. DE PARV. MI PARAGUITA,,76135351,1,13,131,13119,MAIPU,134,SANTIAGO PONIENTE,3,2,0,-33546783,-70783745,0,10,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,$25.001 A $50.000
2017,26186,6,ESCUELA DE PARV. ANGELUZ,4984030,,0,13,131,13119,MAIPU,134,SANTIAGO PONIENTE,4,3,0,-33485016,-707683,0,10,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,$25.001 A $50.000
2017,26187,4,ESCUELA DE PARV. LOS PEQUES,,76138096,1,13,132,13201,PUENTE ALTO,136,CORDILLERA,3,2,0,-3358398,-70570244,0,10,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
