Código Establecimiento,Nombre Establecimiento,Dependencia Establecimiento,Nombre Región,Nombre Comuna,Área Geográfica,Niños con Desnutrición,Prevalencia Desnutrición niños,Niñas con Desnutrición,Prevalencia Desnutrición niñas,Niños con Bajo Peso,Prevalencia Bajo Peso niños,Niñas con Bajo Peso,Prevalencia Bajo Peso niñas,Niños con Peso Normal,Prevalencia Peso Normal niños,Niñas con Peso Normal,Prevalencia Peso Normal niñas,Niños con Sobrepeso,Prevalencia Sobrepeso niños,Niñas con Sobrepeso,Prevalencia Sobrepeso niñas,Niños con Obesidad,Prevalencia Obesidad niños,Niñas con Obesidad,Prevalencia Obesidad niñas,Niños con Retraso en Talla,Prevalencia Retraso en talla niños,Niñas con Retraso en talla,Prevalencia Retraso en talla niñas,Total Niños,Total Niñas
7775,ESCUELA RURAL PARGUA,MUNICIPAL,Los Lagos,CALBUCO,RURAL,0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"0,17",3,"0,38",2,"0,33",5,"0,63",3,"0,50",0,"0,00",0,"0,00",0,"0,00",6,8
7776,ESCUELA RURAL EL SEMBRADOR,MUNICIPAL,Los Lagos,CALBUCO,RURAL,0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"0,50",6,"0,55",4,"0,50",4,"0,36",0,"0,00",1,"0,09",0,"0,00",0,"0,00",8,11
7826,COLEGIO SAN MIGUEL,PARTICULAR SUBVENCIONADO,Los Lagos,CALBUCO,URBANO,0,"0,00",0,"0,00",2,"0,05",0,"0,00",27,"0,69",55,"0,79",10,"0,26",14,"0,20",0,"0,00",1,"0,01",3,"0,08",2,"0,03",39,70
22691,LICEO FRANCISCO HERNANDEZ ORTIZ-PIZARRO,MUNICIPAL,Los Lagos,CALBUCO,URBANO,2,"0,03",0,"0,00",4,"0,07",1,"0,03",30,"0,50",20,"0,53",13,"0,22",15,"0,39",11,"0,18",2,"0,05",3,"0,05",0,"0,00",60,38
7941,LICEO CARLOS IBAÑEZ DEL CAMPO,MUNICIPAL,Los Lagos,FRESIA,URBANO,2,"0,03",1,"0,02",1,"0,02",1,"0,02",37,"0,63",33,"0,66",12,"0,20",13,"0,26",7,"0,12",2,"0,04",3,"0,05",0,"0,00",59,50
7942,COLEGIO PURISIMO CORAZON DE MARIA,PARTICULAR SUBVENCIONADO,Los Lagos,FRESIA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",13,"0,37",23,"0,51",15,"0,43",12,"0,27",7,"0,20",10,"0,22",2,"0,06",2,"0,04",35,45
7973,LICEO INDUSTRIAL CHILENO-ALEMAN,MUNICIPAL,Los Lagos,FRUTILLAR,URBANO,1,"0,01",1,"0,05",3,"0,02",0,"0,00",67,"0,47",9,"0,43",44,"0,31",6,"0,29",28,"0,20",5,"0,24",2,"0,01",2,"0,10",143,21
7989,ESCUELA PARTICULAR N. 244 MADRE DE DIOS,PARTICULAR SUBVENCIONADO,Los Lagos,FRUTILLAR,URBANO,0,"0,00",0,"0,00",1,"0,07",0,"0,00",7,"0,50",17,"0,71",3,"0,21",4,"0,17",3,"0,21",3,"0,13",0,"0,00",2,"0,08",14,24
22022,LICEO IGNACIO CARRERA PINTO,MUNICIPAL,Los Lagos,FRUTILLAR,URBANO,0,"0,00",0,"0,00",2,"0,04",0,"0,00",31,"0,56",29,"0,44",15,"0,27",26,"0,39",7,"0,13",11,"0,17",4,"0,07",4,"0,06",55,66
7907,COLEGIO RAMON ANGEL JARA,PARTICULAR SUBVENCIONADO,Los Lagos,LOS MUERMOS,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"0,22",18,"0,50",30,"0,73",15,"0,42",2,"0,05",3,"0,08",0,"0,00",0,"0,00",41,36
22012,LICEO PUNTA DE RIELES,MUNICIPAL,Los Lagos,LOS MUERMOS,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",25,"0,54",21,"0,62",14,"0,30",7,"0,21",7,"0,15",6,"0,18",1,"0,02",1,"0,03",46,34
22262,COLEGIO SAN CRISTOBAL,PARTICULAR SUBVENCIONADO,Los Lagos,LOS MUERMOS,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,"0,75",12,"0,55",3,"0,19",4,"0,18",1,"0,06",6,"0,27",1,"0,06",0,"0,00",16,22
22309,COLEGIO INGLÉS MABEL CONDEMARÍN,MUNICIPAL,Los Lagos,LOS MUERMOS,RURAL,0,"0,00",1,"0,04",1,"0,03",0,"0,00",17,"0,55",13,"0,57",11,"0,35",6,"0,26",2,"0,06",3,"0,13",1,"0,03",0,"0,00",31,23
7956,LICEO POLITECNICO HOLANDA,MUNICIPAL,Los Lagos,LLANQUIHUE,URBANO,0,"0,00",0,"0,00",1,"0,02",2,"0,04",20,"0,43",22,"0,42",15,"0,32",18,"0,34",11,"0,23",11,"0,21",3,"0,06",3,"0,06",47,53
22602,SAINT PAUL COLLEGE,PARTICULAR SUBVENCIONADO,Los Lagos,LLANQUIHUE,URBANO,0,"0,00",0,"0,00",1,"0,04",3,"0,20",12,"0,52",6,"0,40",6,"0,26",3,"0,20",4,"0,17",3,"0,20",1,"0,04",1,"0,07",23,15
7830,LICEO CAPITAN DE FRAGATA FRANCISCO VIDAL GORMAZ,MUNICIPAL,Los Lagos,MAULLÍN,URBANO,0,"0,00",0,"0,00",1,"0,05",0,"0,00",8,"0,40",6,"0,46",5,"0,25",3,"0,23",6,"0,30",4,"0,31",0,"0,00",2,"0,15",20,13
22655,LICEO CARELMAPU,MUNICIPAL,Los Lagos,MAULLÍN,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"0,23",12,"0,39",18,"0,60",17,"0,55",5,"0,17",2,"0,06",3,"0,10",1,"0,03",30,31
7720,LICEO PEDRO AGUIRRE CERDA,MUNICIPAL,Los Lagos,PUERTO VARAS,URBANO,0,"0,00",1,"0,01",3,"0,03",3,"0,04",74,"0,67",36,"0,43",27,"0,25",34,"0,40",6,"0,05",10,"0,12",1,"0,01",3,"0,04",110,84
7743,COLEGIO FELMER NIKLITSCHEK,PARTICULAR SUBVENCIONADO,Los Lagos,PUERTO VARAS,URBANO,0,"0,00",0,"0,00",5,"0,12",6,"0,07",22,"0,52",52,"0,57",12,"0,29",30,"0,33",3,"0,07",4,"0,04",2,"0,05",2,"0,02",42,92
7744,COLEGIO INMACULADA CONCEPCION PUERTO VARAS,PARTICULAR SUBVENCIONADO,Los Lagos,PUERTO VARAS,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"0,08",14,"0,32",33,"0,89",29,"0,66",1,"0,03",1,"0,02",1,"0,03",0,"0,00",37,44
22478,COLEGIO POLITECNICO DEGLI MONTI,PARTICULAR SUBVENCIONADO,Los Lagos,PUERTO VARAS,RURAL,0,"0,00",0,"0,00",1,"0,02",3,"0,05",29,"0,64",31,"0,48",12,"0,27",19,"0,29",3,"0,07",12,"0,18",4,"0,09",0,"0,00",45,65
22672,COLEGIO ALTAS CUMBRES,PARTICULAR SUBVENCIONADO,Los Lagos,PUERTO VARAS,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"0,75",7,"0,50",0,"0,00",5,"0,36",1,"0,25",2,"0,14",0,"0,00",1,"0,07",4,14
8001,LICEO POLITECNICO DE CASTRO,MUNICIPAL,Los Lagos,CASTRO,URBANO,1,"0,01",0,"0,00",5,"0,03",5,"0,03",83,"0,53",86,"0,50",46,"0,29",60,"0,35",23,"0,15",20,"0,12",3,"0,02",3,"0,02",158,171
8002,LICEO GALVARINO RIVEROS CARDENAS,MUNICIPAL,Los Lagos,CASTRO,URBANO,0,"0,00",1,"0,01",4,"0,05",1,"0,01",39,"0,45",67,"0,63",36,"0,42",31,"0,29",7,"0,08",7,"0,07",5,"0,06",3,"0,03",86,107
22065,COLEGIO SAN FRANCISCO DE ASIS,PARTICULAR SUBVENCIONADO,Los Lagos,CASTRO,URBANO,1,"0,03",0,"0,00",3,"0,08",0,"0,00",16,"0,42",13,"0,46",13,"0,34",12,"0,43",5,"0,13",3,"0,11",1,"0,03",0,"0,00",38,28
22155,COLEGIO CARPE DIEM,PARTICULAR SUBVENCIONADO,Los Lagos,CASTRO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"0,70",4,"0,44",0,"0,00",3,"0,33",3,"0,30",2,"0,22",0,"0,00",0,"0,00",10,9
22211,COLEGIO CAHUALA INSULAR,PARTICULAR SUBVENCIONADO,Los Lagos,CASTRO,URBANO,0,"0,00",0,"0,00",1,"0,07",1,"0,08",10,"0,71",7,"0,58",3,"0,21",4,"0,33",0,"0,00",0,"0,00",0,"0,00",0,"0,00",14,12
22372,COMPLEJO EDUCACIONAL SAN CRESCENTE,PARTICULAR SUBVENCIONADO,Los Lagos,CASTRO,RURAL,0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"0,50",5,"0,56",2,"0,50",4,"0,44",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,9
22504,LICEO FRANCISCO COLOANE,MUNICIPAL,Los Lagos,CASTRO,URBANO,0,"0,00",0,"0,00",1,"0,02",0,"0,00",26,"0,47",10,"0,31",22,"0,40",12,"0,38",6,"0,11",10,"0,31",3,"0,05",1,"0,03",55,32
40455,COLEGIO PATAGONIA INSULAR,PARTICULAR SUBVENCIONADO,Los Lagos,CASTRO,URBANO,0,"0,00",0,"0,00",3,"0,10",2,"0,09",16,"0,55",16,"0,70",5,"0,17",4,"0,17",5,"0,17",1,"0,04",2,"0,07",1,"0,04",29,23
40457,LICEO TECNICO PROFESIONAL PABLO NERUDA,PARTICULAR SUBVENCIONADO,Los Lagos,CASTRO,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,05",11,"0,69",12,"0,57",4,"0,25",8,"0,38",1,"0,06",0,"0,00",1,"0,06",0,"0,00",16,21
8044,LICEO DOMINGO ESPINEIRA RIESCO,MUNICIPAL,Los Lagos,ANCUD,URBANO,1,"0,02",0,"0,00",0,"0,00",0,"0,00",21,"0,40",13,"0,37",18,"0,35",12,"0,34",12,"0,23",10,"0,29",3,"0,06",0,"0,00",52,35
8105,LICEO BICENTENARIO DE ANCUD,MUNICIPAL,Los Lagos,ANCUD,URBANO,0,"0,00",1,"0,02",1,"0,02",0,"0,00",30,"0,54",44,"0,70",20,"0,36",16,"0,25",5,"0,09",2,"0,03",1,"0,02",1,"0,02",56,63
8108,SEMINARIO CONCILIAR DE ANCUD,PARTICULAR SUBVENCIONADO,Los Lagos,ANCUD,URBANO,0,"0,00",0,"0,00",4,"0,07",0,"0,00",26,"0,46",23,"0,53",14,"0,25",14,"0,33",13,"0,23",6,"0,14",0,"0,00",1,"0,02",57,43
8109,LICEO COMERCIAL EL PILAR,PARTICULAR SUBVENCIONADO,Los Lagos,ANCUD,URBANO,1,"0,01",1,"0,01",8,"0,10",6,"0,04",43,"0,54",62,"0,45",20,"0,25",41,"0,30",8,"0,10",27,"0,20",3,"0,04",7,"0,05",80,137
22151,LICEO AGRICOLA DE ANCUD,MUNICIPAL,Los Lagos,ANCUD,URBANO,0,"0,00",0,"0,00",1,"0,03",0,"0,00",17,"0,57",10,"0,45",11,"0,37",8,"0,36",1,"0,03",4,"0,18",1,"0,03",1,"0,05",30,22
22210,CENTRO EDUCACIONAL SAN ANDRES,PARTICULAR SUBVENCIONADO,Los Lagos,ANCUD,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,07",4,"0,50",11,"0,79",3,"0,38",1,"0,07",1,"0,13",1,"0,07",0,"0,00",0,"0,00",8,14
22505,COLEGIO CHARLES DARWIN DE ANCUD,PARTICULAR SUBVENCIONADO,Los Lagos,ANCUD,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,08",3,"0,50",4,"0,33",1,"0,17",4,"0,33",2,"0,33",3,"0,25",0,"0,00",0,"0,00",6,12
8206,LICEO MANUEL JESUS ANDRADE BORQUEZ,MUNICIPAL,Los Lagos,CHONCHI,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"0,32",6,"0,23",13,"0,59",8,"0,31",2,"0,09",12,"0,46",0,"0,00",3,"0,12",22,26
12192,INSTITUTO DEL MAR CAPITAN WILLIAMS,PARTICULAR SUBVENCIONADO,Los Lagos,CHONCHI,URBANO,0,"0,00",0,"0,00",3,"0,01",0,"0,00",99,"0,46",26,"0,36",74,"0,34",30,"0,42",41,"0,19",16,"0,22",3,"0,01",4,"0,06",217,72
8162,LICEO ALFREDO DEL CARMEN BARRIA OYARZUN,MUNICIPAL,Los Lagos,CURACO DE VÉLEZ,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,02",19,"0,63",17,"0,39",7,"0,23",15,"0,34",4,"0,13",11,"0,25",4,"0,13",1,"0,02",30,44
22464,LICEO POLIVALENTE DALCAHUE,MUNICIPAL,Los Lagos,DALCAHUE,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",26,"0,57",21,"0,50",9,"0,20",12,"0,29",11,"0,24",9,"0,21",8,"0,17",5,"0,12",46,42
22674,LICEO POLIVALENTE DE QUEILEN,MUNICIPAL,Los Lagos,QUEILÉN,URBANO,0,"0,00",0,"0,00",2,"0,08",1,"0,03",8,"0,32",15,"0,50",6,"0,24",11,"0,37",9,"0,36",3,"0,10",1,"0,04",0,"0,00",25,30
8255,LICEO RAYEN MAPU,MUNICIPAL,Los Lagos,QUELLÓN,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,02",26,"0,43",24,"0,38",27,"0,45",22,"0,34",7,"0,12",17,"0,27",3,"0,05",4,"0,06",60,64
16985,LICEO DE ALTA EXIGENCIA PAULO FREIRE,MUNICIPAL,Los Lagos,QUELLÓN,URBANO,0,"0,00",0,"0,00",1,"0,05",0,"0,00",10,"0,48",7,"0,29",5,"0,24",10,"0,42",5,"0,24",7,"0,29",0,"0,00",2,"0,08",21,24
22196,COLEGIO QUELLON,PARTICULAR SUBVENCIONADO,Los Lagos,QUELLÓN,RURAL,0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"0,39",8,"0,57",5,"0,28",3,"0,21",6,"0,33",3,"0,21",0,"0,00",0,"0,00",18,14
22330,CENTRO EDUCACIONAL SAN AGUSTIN,PARTICULAR SUBVENCIONADO,Los Lagos,QUELLÓN,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"0,25",10,"0,67",5,"0,42",4,"0,27",4,"0,33",1,"0,07",0,"0,00",0,"0,00",12,15
22597,LICEO TECNICO PROFESIONAL SAN JOSE,PARTICULAR SUBVENCIONADO,Los Lagos,QUELLÓN,URBANO,0,"0,00",1,"0,02",1,"0,03",1,"0,02",16,"0,47",19,"0,33",5,"0,15",17,"0,30",12,"0,35",19,"0,33",1,"0,03",3,"0,05",34,57
40301,LICEO POLITECNICO DE QUELLON,MUNICIPAL,Los Lagos,QUELLÓN,URBANO,0,"0,00",0,"0,00",1,"0,02",0,"0,00",29,"0,48",27,"0,47",19,"0,32",23,"0,40",11,"0,18",8,"0,14",3,"0,05",0,"0,00",60,58
8111,LICEO POLIVALENTE QUEMCHI,MUNICIPAL,Los Lagos,QUEMCHI,URBANO,0,"0,00",0,"0,00",1,"0,07",0,"0,00",4,"0,29",15,"0,63",5,"0,36",8,"0,33",4,"0,29",1,"0,04",2,"0,14",3,"0,13",14,24
8174,LICEO INSULAR,MUNICIPAL,Los Lagos,QUINCHAO,URBANO,0,"0,00",0,"0,00",1,"0,01",0,"0,00",36,"0,54",37,"0,56",23,"0,34",24,"0,36",7,"0,10",5,"0,08",2,"0,03",0,"0,00",67,66
8194,LICEO PARTICULAR RAMON FREIRE,PARTICULAR SUBVENCIONADO,Los Lagos,QUINCHAO,URBANO,1,"0,04",0,"0,00",1,"0,04",1,"0,04",14,"0,52",17,"0,71",10,"0,37",3,"0,13",1,"0,04",3,"0,13",1,"0,04",0,"0,00",27,24
7325,LICEO CARMELA CARVAJAL DE PRAT,MUNICIPAL,Los Lagos,OSORNO,URBANO,2,"0,02",2,"0,01",11,"0,08",7,"0,04",77,"0,59",122,"0,64",35,"0,27",42,"0,22",6,"0,05",19,"0,10",6,"0,05",8,"0,04",131,192
7326,LICEO INDUSTRIAL OSORNO,MUNICIPAL,Los Lagos,OSORNO,URBANO,1,"0,01",0,"0,00",3,"0,02",0,"0,00",91,"0,50",2,"0,25",63,"0,35",5,"0,63",23,"0,13",1,"0,13",6,"0,03",1,"0,13",181,8
7328,LICEO RAHUE,MUNICIPAL,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",3,"0,06",0,"0,00",20,"0,38",38,"0,41",18,"0,34",24,"0,26",12,"0,23",30,"0,33",2,"0,04",6,"0,07",53,92
7329,LICEO ELEUTERIO RAMIREZ,MUNICIPAL,Los Lagos,OSORNO,URBANO,0,"0,00",1,"0,00",3,"0,02",7,"0,03",82,"0,55",119,"0,59",51,"0,34",62,"0,31",13,"0,09",12,"0,06",7,"0,05",1,"0,00",149,201
7331,INSTITUTO COMERCIAL DE OSORNO,MUNICIPAL,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",4,"0,03",4,"0,02",81,"0,57",119,"0,61",48,"0,34",64,"0,33",8,"0,06",9,"0,05",5,"0,04",2,"0,01",141,196
7388,COLEGIO SAN JOSE,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",1,"0,05",0,"0,00",0,"0,00",9,"0,43",11,"0,52",9,"0,43",6,"0,29",3,"0,14",3,"0,14",0,"0,00",3,"0,14",21,21
7401,COLEGIO SANTA MARTA,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",2,"0,03",1,"0,04",1,"0,02",14,"0,50",28,"0,48",12,"0,43",19,"0,33",1,"0,04",8,"0,14",1,"0,04",0,"0,00",28,58
12183,COLEGIO SAINT THOMAS COLLEGE,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",1,"0,07",0,"0,00",0,"0,00",8,"0,53",8,"0,57",4,"0,27",4,"0,29",3,"0,20",1,"0,07",0,"0,00",1,"0,07",15,14
22004,LICEO TECNICO PROFESIONAL REMEHUE,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,RURAL,0,"0,00",0,"0,00",0,"0,00",1,"0,14",21,"0,81",2,"0,29",4,"0,15",3,"0,43",1,"0,04",1,"0,14",2,"0,08",1,"0,14",26,7
22007,COLEGIO ARTISTICO SANTA CECILIA,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,1,"0,07",0,"0,00",2,"0,14",0,"0,00",6,"0,43",8,"0,40",3,"0,21",7,"0,35",2,"0,14",5,"0,25",0,"0,00",0,"0,00",14,20
22029,COLEGIO STAR COLLEGE,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",0,"0,00",3,"0,16",5,"0,50",8,"0,42",3,"0,30",4,"0,21",2,"0,20",4,"0,21",0,"0,00",0,"0,00",10,19
22080,LICEO COMERCIAL LEONARDO DA VINCI,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"0,80",4,"0,44",0,"0,00",0,"0,00",2,"0,20",5,"0,56",1,"0,10",0,"0,00",10,9
22114,LICEO PREMILITAR HÉROES DE LA CONCEPCIÓN,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,1,"0,02",0,"0,00",3,"0,06",2,"0,05",31,"0,57",32,"0,76",15,"0,28",8,"0,19",4,"0,07",0,"0,00",0,"0,00",0,"0,00",54,42
22191,COLEGIO EMPRENDER OSORNO,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,RURAL,0,"0,00",0,"0,00",4,"0,10",1,"0,02",24,"0,59",37,"0,77",9,"0,22",6,"0,13",4,"0,10",4,"0,08",0,"0,00",0,"0,00",41,48
22224,COLEGIO PROYECCION SIGLO XXI,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"1,00",4,"0,50",0,"0,00",4,"0,50",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,8
22236,BLAS PASCAL SCHOOL,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,03",6,"0,33",17,"0,55",9,"0,50",10,"0,32",3,"0,17",3,"0,10",0,"0,00",0,"0,00",18,31
22270,COLEGIO DE NIÑAS NUESTRA SEÑORA DE LOURDES,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,0,0,"0,00",0,0,2,"0,02",0,0,38,"0,45",0,0,22,"0,26",0,0,22,"0,26",0,0,3,"0,04",0,84
22271,COLEGIO LUIS PASTEUR,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",11,"0,37",30,"0,45",13,"0,43",23,"0,35",6,"0,20",13,"0,20",1,"0,03",2,"0,03",30,66
22397,COLEGIO TECNICO PROFESIONAL SANTA TERESA DE LOS ANDES,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"0,28",13,"0,43",24,"0,67",15,"0,50",2,"0,06",2,"0,07",5,"0,14",0,"0,00",36,30
22410,COLEGIO CREACION OSORNO,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",1,"0,03",1,"0,03",18,"0,47",23,"0,58",19,"0,50",15,"0,38",0,"0,00",1,"0,03",0,"0,00",0,"0,00",38,40
22436,THE MISSION COLLEGE,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",3,"0,05",2,"0,04",26,"0,45",26,"0,46",18,"0,31",21,"0,38",11,"0,19",7,"0,13",1,"0,02",2,"0,04",58,56
22466,LICEO DE ADMINISTRACION Y COMERCIO SAN SEBASTIAN,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"0,50",2,"0,67",4,"0,50",0,"0,00",0,"0,00",1,"0,33",0,"0,00",0,"0,00",8,3
22523,COLEGIO CORDILLERA,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,05",15,"0,65",8,"0,40",5,"0,22",5,"0,25",3,"0,13",6,"0,30",1,"0,04",2,"0,10",23,20
22542,COLEGIO SAN ALBERTO HURTADO,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",14,"0,88",20,"0,91",2,"0,13",2,"0,09",0,"0,00",0,"0,00",3,"0,19",0,"0,00",16,22
22564,LICEO TECNICO ADOLFO MATTHEI,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",1,"0,02",1,"0,03",30,"0,55",19,"0,58",17,"0,31",9,"0,27",7,"0,13",4,"0,12",0,"0,00",2,"0,06",55,33
22626,INSTITUTO POLITECNICO,MUNICIPAL,Los Lagos,OSORNO,URBANO,1,"0,01",0,"0,00",2,"0,03",1,"0,03",33,"0,42",17,"0,53",24,"0,31",12,"0,38",18,"0,23",2,"0,06",2,"0,03",3,"0,09",78,32
40284,COLEGIO ANDALUE,PARTICULAR SUBVENCIONADO,Los Lagos,OSORNO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"0,67",12,"0,71",3,"0,33",5,"0,29",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,17
22050,LICEO BENJAMIN MUÑOZ GAMERO,MUNICIPAL,Los Lagos,PUERTO OCTAY,URBANO,0,"0,00",0,"0,00",1,"0,04",1,"0,03",7,"0,28",15,"0,45",11,"0,44",10,"0,30",6,"0,24",7,"0,21",2,"0,08",2,"0,06",25,33
22234,COLEGIO SAN VICENTE DE PAUL,PARTICULAR SUBVENCIONADO,Los Lagos,PUERTO OCTAY,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"0,59",6,"0,38",7,"0,41",9,"0,56",0,"0,00",1,"0,06",1,"0,06",0,"0,00",17,16
7505,LICEO TOMAS BURGOS,MUNICIPAL,Los Lagos,PURRANQUE,URBANO,1,"0,01",0,"0,00",4,"0,06",1,"0,01",33,"0,49",36,"0,47",15,"0,22",29,"0,38",14,"0,21",11,"0,14",6,"0,09",5,"0,06",67,77
7536,COLEGIO PRECIOSA SANGRE,PARTICULAR SUBVENCIONADO,Los Lagos,PURRANQUE,URBANO,0,"0,00",0,"0,00",1,"0,03",1,"0,02",21,"0,54",25,"0,57",11,"0,28",12,"0,27",6,"0,15",6,"0,14",2,"0,05",2,"0,05",39,44
22322,FAYOL SCHOOL,PARTICULAR SUBVENCIONADO,Los Lagos,PURRANQUE,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"0,31",5,"0,33",6,"0,46",7,"0,47",3,"0,23",3,"0,20",0,"0,00",1,"0,07",13,15
22358,COLEGIO INGLES,PARTICULAR SUBVENCIONADO,Los Lagos,PURRANQUE,URBANO,0,"0,00",0,"0,00",2,"0,08",0,"0,00",13,"0,54",10,"0,56",6,"0,25",6,"0,33",3,"0,13",2,"0,11",0,"0,00",0,"0,00",24,18
22637,COLEGIO SANTA RITA DE CASCIA,PARTICULAR SUBVENCIONADO,Los Lagos,PURRANQUE,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"0,50",2,"0,40",2,"0,33",1,"0,20",1,"0,17",2,"0,40",0,"0,00",0,"0,00",6,5
7470,LICEO TECNICO PROFESIONAL PEOPLE HELP PEOPLE SEÑOR WALTER KAUFMANN BAUER,PARTICULAR SUBVENCIONADO,Los Lagos,PUYEHUE,RURAL,0,"0,00",0,"0,00",1,"0,02",0,"0,00",23,"0,38",22,"0,35",24,"0,40",28,"0,44",12,"0,20",13,"0,21",5,"0,08",2,"0,03",60,63
22021,LICEO LAS AMERICAS,MUNICIPAL,Los Lagos,PUYEHUE,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"0,47",15,"0,54",14,"0,39",11,"0,39",5,"0,14",2,"0,07",1,"0,03",0,"0,00",36,28
7542,LICEO JOSE TORIBIO MEDINA,MUNICIPAL,Los Lagos,RÍO NEGRO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"0,38",6,"0,26",8,"0,50",16,"0,70",2,"0,13",1,"0,04",2,"0,13",0,"0,00",16,23
7544,COLEGIO RIACHUELO,MUNICIPAL,Los Lagos,RÍO NEGRO,URBANO,1,"0,07",0,"0,00",1,"0,07",0,"0,00",8,"0,57",2,"0,33",3,"0,21",2,"0,33",1,"0,07",2,"0,33",0,"0,00",0,"0,00",14,6
7572,COLEGIO SAGRADA FAMILIA,PARTICULAR SUBVENCIONADO,Los Lagos,RÍO NEGRO,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,08",3,"0,27",4,"0,33",5,"0,45",4,"0,33",3,"0,27",3,"0,25",1,"0,09",0,"0,00",11,12
7578,LICEO AGRICOLA `VISTA HERMOSA`,PARTICULAR SUBVENCIONADO,Los Lagos,RÍO NEGRO,URBANO,0,"0,00",0,"0,00",4,"0,06",0,"0,00",48,"0,67",26,"0,63",13,"0,18",10,"0,24",7,"0,10",5,"0,12",3,"0,04",5,"0,12",72,41
7614,COLEGIO TECNICO PROFESIONAL MISION SAN JUAN DE LA COSTA,PARTICULAR SUBVENCIONADO,Los Lagos,SAN JUAN DE LA COSTA,RURAL,0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"0,07",7,"0,78",14,"0,93",2,"0,22",0,"0,00",0,"0,00",2,"0,13",4,"0,44",15,9
